Lyrics,Mood
"Muchacho decente, estudiante sin duda

que hablas porque es gratis, que nunca escuchás,

producto excelente de la dictadura,

tus héroes son yanquis, cubanos jamás.

Apretabas tus dientes en épocas duras

y hoy cómo despotricas,

te haces el valiente cargando a los curas,

después te vas a confesar.

Avivate nene, avivate...

no le hagas el juego al que con vos jugó.

Avivate nene , avivate...

se matan de la risa de vos.

Muchacha de veinte y hermosa figura,

mostrando todo eso que nunca entregás,

dejas recaliente al que se te cruza,

decime muchacha qué premio ganas.

Decí que se siente, tal vez más segura

si todos te quieren tocar,

ya se que estas fuerte pero por las dudas

un día podrías pensar.

Avivate nena, avivate...

y dale bolilla al que te saludo.

Avivate nena, avivate...

y dale más bolilla

que me mato de la risa de vos,

y dale más bolilla

que el que te saludaba era yo.",Sad
"Yo sueño a diario con ser un bibliotecario

porque sé que es necesario el ejercicio de leer.

Yo sabría mucho de filosofía

y con gusto aprendería todo lo que hay que saber.

Yo quisiera ser un genio, una lumbrera

y me iría si pudiera a visitar el Partenón,

por la gloria de saber toda la historia

como me se de memoria los escritos de Platón.

Yo te quiero para bailar... Negra yo te quiero besar...

Bien juntitos para gozar, pero también para pensar.

Baila baila bailanta profunda,

de conocimiento la pista se inunda

Baila baila mi culta negrita...

Mueve tu cadera, también tu cabecita

Yo me esfuerzo por decir en estos versos

cóomo nace el universo en el momento del big-bang,

y que creo en la belleza de un paseo

por las salas de un museo o de un centro cultural.

Pero aparte yo me muero por llevarte

a la galería de arte de algún famoso pintor,

surrealista, posmoderno, expresionista,

neoclásico, cubista, impresionista o rococó.

Yo te quiero para bailar... Negra yo te quiero besar...

Yo he estudiado el pensamiento iluminado

de los genios del pasado que no han sido dos o tres,

pero cada vez que digo una pavada

sólo se que no sé nada como dijo Socratés.

Me revienta, me enfurece y me calienta

cuando la gente comenta que uno no es intelectual

porque canta con estilo de bailanta

y confiesa que le encanta este ritmo tropical.",Happy
"Yo no tengo identidad, yo vivo en un agujero,

soy de un país bananero, donde bananas no hay.

Y no me gusta bailar pero me hice bailantero,

soy de un pais bananero, pa´ lo que guste mandar.

Te traigo un ritmo sabroso, caliente y gracioso,

qué ritmo profundo,

mi ritmo de tercer mundo, mamá,

de los del fondo del pozo.

Soy de un país generoso,

mira cómo gozo mientras más me hundo.

Yo no tengo identidad, yo vivo en un agujero,

soy de un país bananero, donde bananas no hay.

A la hora de merendar, bizcocho y mate no quiero,

soy de un país bananero, prefiero una ¨bigmac¨.

Soy hábil, soy corajudo, puedo hacerte nudos

con una pelota. Aunque viva en bancarrota, mamá,

el fútbol me hace de escudo.

Soy de un país pelotudo, pateo y eludo la triste derrota.

Yo no tengo identidad, yo vivo en un agujero,

soy de un país bananero, donde bananas no hay.

Cuando me achicharra el sol, nunca me pongo sombrero,

soy de un país bananero, uso gorra de beisbol.

Y sin haber estudiado se todo el pasado

del gringo y sus glorias y no conozco la historia, mamá,

de mi vecino de al lado.

Soy de un país dominado, vivo hipnotizado, perdí la memoria.

Yo no tengo identidad, yo vivo en un agujero,

soy de un país bananero, donde bananas no hay.

Yo no tengo identidad, yo vivo en un agujero,

soy de un país bananero, donde bananas no hay.

Cosiendo en mi camiseta marcas y etiquetas

soy más elegante y se mantiene tirante, mamá,

el hilo que me sujeta... Soy de un país marioneta,

sin rumbo y sin meta, sin fe por delante.

Yo no tengo identidad, yo vivo en un agujero,

soy de un país bananero, donde bananas no hay.",Sad
"Me siento tan solo... A mi suerte librado,

Igual que en un barco,

Que queda encayado en la última isla del medio del mar.

Me siento tan solo... Solo con mis dos manos,

Tan solo esperando

Que los tiburones que están acechando vengan a atacar.

Pero yo me la aguanto... Tranquilo y entero

Este oficio de arquero...

Con nervios de acero puedo disfrutar.

Y soñar que en un vuelo ... Como allá en el potrero

Con la punta del dedo la cima del cielo se puede tocar.

(Recitado de Amadeo)

Me siento tan solo... Como estufa en enero,

Como un heladero en Tierra del fuego,

Como sol sin cielo y sin chita Tarzán.

Me siento tan solo... Cuando mis compañeros

Se reparten el juego

Y te tiran sombreros, y acá nunca puedo ni en una fallar.

Pero yo me la aguanto...

Pongo el pecho y los brazos

A los cañonazos, las balas ,las lanzas que me quieran tirar.

Y al que insulta a los gritos,

Yo lo invito un ratito ... A ponerse acá abajo

De solo tres palos si quiere probar.

Pero yo me la aguanto... Tranquilo y entero

Este oficio de arquero...

Con nervios de acero puedo disfrutar.

Y soñar que en un vuelo

Como el gran Amadeo

Con la punta del dedo la cima del cielo se puede tocar.",Sad
"Te quiero mi amor
Te quiero virtual 
Quiero estar contigo 
Y por eso te escribo, 
Y te escribo en “arial”. 
Te quiero mi amor 
No aprietes “Borrar¨... 
Por Dios no te escondas, 
Quiero que respondas 
En ¨Times New Roman¨. 
No empujes mi amor, 
Mis ganas de hablar, 
A la papelera para reciclar 
Que pierdo el control, 
El ¨shift¨ y además, 
No estoy tan seguro 
Que mi disco duro 
Se vuelva a excitar
Te quiero mi amor 
Vos no me querés 
Yo fui el gran Ignacio 
Y hoy tengo el espacio 
De un mp3. 
Te quiero mi amor
No aprietes ¨delete¨ 
Dejá que te explorer 
Del centro hasta el border 
De tu ¨punto net¨
Te quiero virtual 
Y es tanto el dolor 
Que a la placa madre 
Mandé mi ilusión. 
Voy a resetear 
Este corazón 
Que en cada latido 
Muere por tu olvido 
Y me canta otro error. 
Por pasar las horas 
Con mi putadora, 
Me perdí tu amor",Sad
"Bruja, estas envenenándome la vida,

no se que le pones a la comida,

algún brebaje con ojos de rana,

como tu madre, como tu hermana.

Eres una bruja.

Siempre controlando mis salidas

y aunque yo te de lo que me pidas,

siempre es muy poco, nunca te alcanza,

me tienes retorcida la panza, bruja.

CÓmo puede ser que esa mujer que era una diosa

en tan poco tiempo se convierta en esa cosa.

Antes yo volaba con sus caricias de loba

y ahora la que vuela es ella encima de una escoba.

Bruja, estas envenenándome la vida,

cuando te juntas con tus amigas

es solo para hablar de mis vicios

y prepararme algún maleficio, bruja.

CÓmo puede ser que antes decía que me amaba

y ahora solo dice que no sirve para nada.

Ella era un ciclón con su pasión y su belleza

y ahora siempre dice que le duele la cabeza.",Sad
"En el medio de las piedras puede aparecer

una espiga nueva y te alimenta

y un hilito de agua fresca del amanecer

puede componer tu fe sedienta.

Una luz amiga siempre siempre brillará

en el medio de esta cruel oscuridad.

Buena gente

que se anima

a enfrentar por una flor miles de espinas.

Buena gente

en cada esquina,

mucha más de lo que creen

los que quieren verte en ruinas.

Buena gente

que se arrima

al que llora, al que tropieza y se lastima.

Buena gente

que camina

a su modo y a su suerte

hacia el frente de la vida.... buena gente.

En el medio del naufragio puede aparecer

flotando una tabla salvadora

Como apareció esa mano que me diste ayer

como yo te doy mi mano ahora.

Una voz amiga siempre siempre escucharás

que te alienta, que te ayuda a no aflojar.",Happy
"No te oí... En los días del silencio atronador.
No te oí junto a las madres del dolor,
No sonaste ni de lejos, por los chicos, por los viejos... olvidados.
No te oí... Puede ser que ya no estoy oyendo bien,
Pero al borde de las rutas de Neuquén,
No te oí mientras mataban por la espalda a mi maestro.
Y entre nuestros cantos desaparecidos
Yo jamás oí el sonido de tu tapa resistente,
Que resiste comprender que hay tanta gente
Que en sus pobres recipientes solo guarda una ilusión.
Cacerola de teflón, volvé al estante, 
Que la calle es de las ollas militantes...
Con valiente aroma de olla popular.
Cacerola de teflón, a los bazares, 
O a sonar con los tambores militares...
Como tantas veces te escuché sonar.
No te oí... Cuando el ruido de las fábricas paró,
Cuando abril su mar de lágrimas llenó.
No te oí con los parientes del diciembre adolescente... asfixiado
No te oí... Puede ser que mis oídos oigan mal,
Pero no escuché en la exposición rural,
Reclamar por el jornal de los peones yerbateros,
Por la rentabilidad de los obreros,
Por el tiempo venidero, por que venga para todos.
No te oí ni te oiré porque no hay modo
De juntar tu avaro codo, con mi abierto corazón.
Cacerola de teflón, volvé al estante... 
De los muebles de las casas elegantes,
Que las cocineras te van a extrañar.
Cacerola de teflón, a los bazares... 
O a sonar en los conciertos liberales...
Como tantas veces te escuché sonar.
No te oí ... En el puente de Kosteki y Santillán,
No te oí por el ingenio en Tucumán,
No te oí en los desalojos, 
Ni en los barrios inundados... de este lado.
No te oí... En la esquina de Rosario que estalló
Cuando el angel de la bici se cayó...
Y sus ángeles pequeños se quedaron sin comida.
Y jamás te oí en la vida repicar desde acá abajo,
Por un joven sin trabajo, a la deriva.
Debe ser que desde arriba, desde los pisos más altos
No se ve nunca el espanto y las heridas.
Cacerola de teflón, volvé al estante... 
Yo me quedo en una marcha de estudiantes,
Donde vos nunca supiste resonar.
Cacerola de teflón, a los bazares 
O a llenarte de los más ricos manjares
Que en la calle no se suelen encontrar... 
Cacerola de teflón... a cocinar.",Sad
"Me hace rico y no es ninguna lotería

y me estira y me hace triple de tamaño

y me enseña tantas cosas de la vida

y no cumple todavía cuatro anos.

Cómo voy a renegar del negro día

si Andreíta me lo tiñe de milagros.

Me hace fuerte y no es ninguna vitamina

y me muestra la ternura de sus manos

pegajosas, con cachitos de vainilla,

escalando alguna silla con trabajo.

Cómo voy a buscar cielos si Andreíta

es la gloria que me grita desde abajo.

Presagio que algo va a pasar...

saltó de la punta de la mesa

y su chichón me llama

y la canción termina acá...

Andreíta necesita de papá.",Happy
"Yo vengo de un país

de pelo negro y maíz, de muy dudoso pasado.

Yo vengo de un país

donde la gente es feliz cuando no lee los diarios.

Yo vengo de un país a tu país para poner en tu mano

mi mano para seguir sonando con un país latinoamericano.

Oh!...

No quiero desperdicios

Ni puerta de servicio

Guardá tus espejitos... Gringo ladrón.

Yo vengo de un país

donde se deben cien mil que nunca a mi me prestaron.

Yo vengo de un país

donde pintaron de gris el corazón de mi hermano.

Yo vengo de un país a tu país para poner en tu mano

mi mano para salir a hacer los dos un país latinoamericano.

Oh!..........................

Yo vengo de un país

donde es un lujo salir a bordo de un coche usado.

Yo vengo de un país

que mucho mas que un país, parece un banco saqueado.

Yo vengo de un país a tu país para poner en tu mano

mi mano como raíz para que crezca el país latinoamericano.",Sad
"Apoyá tu espalda sobre mis asientos,

guardá tus palabras dentro de mi cuento.

Yo te doy mi rama, vos prendes el fuego

para hacer la flama del amor más nuevo.

Y la vida cuelga solo de tu pelo fascinada,

y las llamas se desprenden de tu cuerpo

y tu cuerpo es el calor que me faltaba

y la vida queda afuera un momento desterrada

y mis ganas se pasean por tu cuerpo

y tu cuerpo que jamás me dice basta.

Si tu amor me mata me muero contento

si tu amor me falta otro amor invento.

Le pongo tu cara, tu color, tu pecho,

y lo dejo en marcha para andar sin freno.",Happy
"Desesperado anda Peretz por cuestiones del amor,

golpeándose en las paredes de ¨Corientes¨ y Ecuador.

Aunque estudié ""la toire""

que gran ""schlemazl"" soy,

mi hija, Sara Dboire

se me casa con un goy

que conoció en ""villa froid"".

Ella me dijo: papi me caso.

y yo le dije: cómo...""bus, bus""...

con Yaim, Yankl, Shloime acaso?,

el que va al ""shill"" de la calle Paso.

Ella me dijo: el vive en Lanús

y se llama Gonzalo Jesús.

Dicen que Jesús era judío

y que lo clavaron en la cruz.

que mentira ""veis mir""

los han engañado:

si el fuera judío no lo hubieran clavado.

Aunque estudié ""la toire""

que gran ""schlemazl"" soy,

mi hija, Sarita Dboire

se me casa con un goy.

Y me dijo mi analista:

alégrese suegro,

no sea racista...

que por lo menos no es negro.",Sad
"Dibujé tu corazón
Sobre mi bandera,
Lo dejé colgando eternamente del balcón
Para que me quieras.

Te hice una nueva canción...
Van como trecientas...
Ya no hay melodía que no haya intentado yo,
Para que me quieras.

Te llevaré mi amor,
Hasta en mi último aliento,
Llevaré en mi voz
Tu nombre como el viento a la vela mayor,
Te llevaré hacia un puerto sin dolor.
Y más lejos también...

Te llevaré mi amor
Hasta en mi último verso,
Hasta que mi canción
Sea solo un recuerdo de alguien que intentó
Cambiar al mundo y nunca lo logró...
Pero el mundo tampoco me cambió.

Intenté bajarte el sol
Sin una escalera,
Lo intenté escribiendo ¨Hace un rato¨ en sol menor
Para que me quieras.

Visto que no soy doctor
No curé tus penas
Pero si hace falta hoy me arranco el corazón
Para que me quieras.",Sad
"No tengo límites, trámites, márgenes, frenos

para soñar.

No tengo avión ni helicóptero ni hélice pero

puedo volar.

Puedo elegirme la hora y un ojo abierto

puedo dejar,

para soñar no necesito ser un dormido.

Que soy intrépido, un éxito, el máximo amante de este lugar,

que ya hice méritos válidos para llevarte más que al altar

y que tú harás lo que mande y a mis deseos te entregarás.

para soñar, disculpen si soy algo atrevido.

Pobre de aquel que no puede soñar

más allá de le que le permita la publicidad.

Que me trague la tierra si yo

con un radio reloj he sonado,

que me trague nomás si en lugar de tu amor

sueño un televisor en diez pagos.

Que me trague la tierra si yo

en los sueños no dejo de lado

la ley de gravedad, la ley del rey león

y la ley violadora de todas: la ley del mercado.

No tengo fórmulas, métodos, lógica, rótulos

para soñar,

pero a tu cúspide mágica de lo mas intimo

puedo llegar,

como un satélite estúpido sobre tu órbita

puedo rodar,

para soñar quisiera que lo hicieras conmigo.

Pobre de aquel que no puede sonar

más allá de lo que su nariz le permita mirar.

Que me trague la tierra......................

Que me trague la tierra si yo

con una licuadora he soñado,

que me trague nomás si me creo que soy

un cliente y no un ser humano.

Que me trague la tierra si yo

en los sueños no dejo de lado

la costumbre de andar solo en cada lugar,

que me trague la tierra si sueño que no me has soñado.",Sad
"Cómo voy a ser cantante tropical

si mi abuelo y Garibaldi eran compadres,

una flor de ¨idishe mame¨ fue mi madre...

Y mi viejo era un tanguero de arrabal.

Cómo voy a ser cantante tropical

si en mi casa se escuchaba tarantela,

si la pizza y los ravioles de mi abuela

siempre fueron mi alimento principal.

Sin embargo a mi me encanta lucir una guayabera...

Y prenderme en la bailanta, aunque sea de madera.

Sin embargo a mi me encanta cuando estalla tu cadera

y las costuras no aguantan y revienta tu pollera.

Cómo voy a ser cantante tropical,

esta cumbia no sabés cómo me cuesta,

yo que siempre hice canciones de protesta

con mensaje y con temática social.

Cómo voy a ser cantante tropical

si estudié en la facultad de ingeniería,

y si me hablan de calor y de energía

pienso en fórmulas y libros de Pascal.

Sin embargo a mi me encanta lucir una guayabera...

Y prenderme en la bailanta... Aunque sea de madera.

Sin embargo a mi me encanta cuando se abre tu caldera

y se quema mi garganta, con el fuego de tu hoguera.

Cómo voy a ser cantante tropical,

si de ritmo tropical no entiendo nada

y si a veces tengo la cara bronceada

se lo debo solo a la cama solar.

Cómo voy a ser cantante tropical

si acá sólo hace calor un par de meses,

cómo voy a andar cantando boludeces

cuando el frío y el poder nos tratan mal.

Sin embargo a mi me encanta lucir una guayabera...

Y prenderme en la bailanta... Aunque sea de madera.

Sin embargo a mi me encanta que la gente se divierta

y que sueñe mientras canta...

Siempre y cuando esté despierta.",Sad
"Como un joven cantautor europeo 
Te quiero decir que bella estás hoy 
Y que ardiente es el tango. 
Y bailo un malambo a tu alrededor 
Y abrazo a las madres en la Plaza de Mayo. 
Y luego me aloco en la bombonera 
Con su peña bullanguera. 
Como un cantautor latino 
Te empujo a la cama 
Te envuelvo en mis llamas 
Y te muestro extasiado 
El último corte que lanzo al mercado 
Mi músculo nuevo, el color de mi pie 
Y añoro el momento de cantar en Cuba 
El día que alguna bala mate a Fidel. 
No le entregués a cualquiera 
Tu oreja y tu corazón 
Que yo estoy en tu vereda, 
Parado acá afuera, 
Muriendo de amor 
Sin propagandas ni orquesta 
Ni espejito de color 
Con mi canción de protesta 
Que sueña y apuesta a un futuro mejor. 
Yo subo tu misma cuesta 
En tu dolor me hundo yo. 
Sin estrategia ni fiesta 
Ni palmas al ritmo del ranking de hoy. 
No te entregués a cualquiera, mi amor, 
Que no sea este torpe cantor.",Happy
"Qué chiquito, chiquitito el compromiso, 
Del ladrón que usa disfraz de periodista, 
Para entrar a tu pantalla sin permiso 
Y venderte sus armadas entrevistas 

Qué chiquita, chiquitita la vergüenza, 
Del político que se hizo funcionario, 
Prometiendo combatir a la pobreza, 
Y ahora vive en la mejor casa del barrio 

Chiquita, chiquita, chiquitaje.
Que nos tapa la luz y el paisaje, 
Que nos hace perder en el viaje, 
Rellenando de miseria el equipaje 

Qué chiquita, chiquitita la humildad, 
La que ostenta nuestra pobre aristocracia, 
Con su cáscara de vana vanidad, 
De ignorantes, sin talentos y sin gracia 

Qué chiquita, chiquitita es la porción, 
De la torta que le queda al laburante, 
Mientras tanto en la bandeja del patrón 
La tajada que sirvieron es gigante

Chiquita, chiquita, chiquitaje, 
De avaricia y codicia salvaje, 
Que te pone, por más que trabajes, 
Bajo el pie del capital y su chantaje 

Qué chiquito, chiquitito es el domingo, 
Que a las siete de la tarde se termina, 
Cuando al lunes que se viene ya distingo, 
Con su carga de vacío y de rutina

Qué chiquito, chiquitito es el vestido, 
Que se puso en el desfile una modelo, 
Tan chiquito como el poco contenido, 
De esa cosa que hay debajo de su pelo 

Chiquita, chiquita, chiquitaje, 
Que debajo de su maquillaje, 
Que detrás de su brillo y encaje, 
Nos transmite un boludísimo mensaje:

”De qué sirve el estudio y la escuela 
Mi futuro es de glamour y pasarela. 
Quiero estar en una tapa de revista 
Y hasta el altar que me lleve un polista”

(Nunca un carpintero, un universitario, 
Fuera de mi vista o te tiro un diccionario) 

Qué chiquita, chiquitita es la noticia, 
Del chiquito, chiquitito que ha dormido 
En la calle, mientras llueven las primicias, 
De caricias y romances prohibidos.

Qué chiquita, chiquitita es la canción, 
Si es la suma de alaridos a la moda, 
Si se achica hasta su mínima expresión, 
De cantarle siempre a la noche de bodas 

Chiquita, chiquita, chiquitaje... 
Que nos hace bajar el puntaje, 
Que nos pone orejera y vendaje, 
Y a la música le cobra peaje

Chiquita, chiquita, chiquitaje... 
Que nos tapa la luz y el paisaje, 
Que nos hace perder en el viaje, 
Rellenando de miseria el equipaje 

Ay... qué grande me queda este traje, 
Si no ensancho mi abrazo, si arrugo, 
Si paso, sin fe, sin valor, sin coraje",Sad
"Cuando un peso era plata mi maestro era un león

mi papá Tarzán y yo... el gordito de la cuadra

que solía ir a la cancha a gritar de corazón

y la culpa era de Dios si mi equipo no ganaba.

Chupetines y acuarelas, escondida y metegol,

me asustaban las banderas y el olor de la inyección.

Yo solía ser pirata cuando el patio era un galeón

luego quise ser avión, trece años y dos alas

pero apenas remontaba me cazaba el celador

y a la próxima señor va a volar de una patada.

Boletines, lapiceras, saco azul y corbatón

observaba las banderas, no entendía la inscripción.

Cuando el mundo era un mapa yo sonaba un viaje o dos

luego el mapa fue un dolor que en el sur se atragantaba.

Ahora vuelvo hasta mi casa, lloro por quien no volvió,

de mi patio me quedo un ex campo de batalla.

Y borseguí y escarapelas importadas de Hong Kong

hoy no encuentro mi bandera

quiero hallarla junto a vos.

Debe haber una manera de pintar nuestro color.

Debe haber una bandera para mi y para vos.",Sad
"Yo soy aquel cacatúa, que sueña tu pinta, 
Carlitos Gardel,

mientras se lleva la grúa

mi sueño de tinta, borrón y papel.

Y vos doblando la esquina

sos como esas minas que hacían temblar

a los guapos y a los giles y a los adoquines del viejo arrabal.

Aunque nos tapen las luces del día

con mil carteles vendiendo en inglés,

mi Buenos Aires será todavía

ciudad de tango en la sangre y los pies.

Aunque el orgullo rodó por el fango

y al más tilingo lo aclamen campeón,

respirará esta ciudad aire de tango

aunque le dejen un solo pulmón.

Yo soy quien pasa silbando con bronca y junando para ese costao

donde hay un gil practicando

la cara de Rambo y un paso de Rap.

Y vos doblando la esquina sos más argentina que Fangio y Perón

por más que pases vestida de jean o teñida

de cualquier color.

Aunque nos tapen las luces del día

con mil carteles vendiendo en inglés,

mi Buenos Aires será todavía

ciudad de tango en la sangre y los pies.

Aunque el orgullo rodó por el fango

y al más tilingo lo aclamen campeón,

respirará esta ciudad aire de tango

aunque le dejen un solo pulmón.

... Y para siempre será ciudad de tango

y hasta en el viento escucharás un bandoneón.",Happy
"Cómo lo podemos arreglar...

Cuando por pasar a un camionero,

de pronto la luz roja nos cruzamos

y de paso le abollamos

una puerta al patrullero.

Cómo lo podemos arreglar...

y salvarnos de esta situación,

lo vamos a tener que conversar,

un ratito hasta encontrar

una adecuada solución.

Cómo lo podemos arreglar,

debe haber alguna otra manera,

debe comprender que en mi trabajo

pagan un sueldo tan bajo,

sírvase mi billetera.

Cómo lo podemos arreglar...

cuando a tu maestro se le antoja

darte la sorpresa de tu vida

con la frase tan temida:

saquen todos una hoja.

Cómo lo podemos arreglar...

si necesitás sacar un siete

pero no estudiaste y para peor

te descubre el profesor

desenrollando tu machete.

Cómo lo podemos arreglar...

tómeme el examen otro día,

yo le doy si me sube la nota

una manzana bien grandota

y le le presento a mi tía.

Cómo lo podemos arreglar...

cuando una inspección municipal

le cae de improviso al carnicero

y le va a hacer un agujero

porque encuentra todo mal.

Cómo lo podemos arreglar,

si el piso está lleno de basura,

la carne está rodeada de mosquitos

que ahora quedan pegaditos

a la faja de clausura.

Cómo lo podemos arreglar...

aunque sea por última vez,

voy a agradecerle si es preciso

con un gancho de chorizos

y además con media res.

Cómo lo podemos arreglar...

dice el poderoso empresario

yo quiero la parte del león,

de cierta negociación

que maneja un funcionario.

Cómo lo podemos arreglar...

para ser el más beneficiado,

quiero que me den a mi el activo

y de los rojos del pasivo

que se haga cargo el estado.

Cómo lo podemos arreglar...

Quiero ganar la licitación

y si Usted puede darme una mano

ya verá que si la gano,

le daré su comisión.

Cómo lo podemos arreglar...

si la corrupción no nos conviene,

cómo lo podemos resolver

si la traemos al nacer

en el mismísimo A.D.N.

Cómo lo podemos arreglar...

si está todo tan contaminado,

Cómo lo podemos arreglar...

cuando el que debe controlar

mira para el otro lado.",Sad
"Cómo pesa tu recuerdo...
Sobre todo en madrugada.
Cuántas noches que no duermo
por quitarlo de mi cama.

Cómo pesa tu recuerdo
que me aturde, que me llama,
que lo sigo, que me pierdo,
que me quedo con las ganas
en el medio del desierto sin una gota de agua.

Cómo pesa tu recuerdo...
Tu fantasma que me atrapa...
Cuando siento que lo tengo
se hace humo, se me escapa.

Cómo pesa tu recuerdo...
Sobre todo cuando ataca
impiadoso, traicionero,
sin aviso, por la espalda.
Que me empuja a un mar violento y voy hundiéndome en la nada.
o en el medio del desierto sin una gota de agua.

Te llevaré toda la vida... como una herida imposible de sanar,
cada lugar será una cita, de tu recuerdo con mis sueños
en eterno desencuentro...
Dónde andarás...

Cómo pesa tu recuerdo
que me mira, que me habla,
que yo mismo me sorprendo
repitiendo tus palabras.

Cómo pesa tu recuerdo
que me envuelve con su flama
ofreciéndome tu cuerpo
y cuando yo le entrego mi alma
me abandona en el infierno donde tu fuego me traga
o en el medio del desierto sin una gota de agua.

Te llevaré toda la vida.........",Sad
"Cómo te puedo pedir... compañero,
Que no haga peso tu dedo sobre la balanza.
Que encima de cada plato pesemos
Lo que yo digo que pesa y a vos no te alcanza.

Cómo entibiás el futuro escupiéndome el fuego.
Te invito a que naveguemos y vos tirás anclas.

Cómo me voy a olvidar... compañero,
Que fuimos juntos a tantas marchas y emboscadas.
Y al que rodaba en el suelo primero,
El otro sin medir riesgo al hombro lo alzaba.

Cómo explicás esas marcas que lleva tu cuero,
Si hoy te sentás en la mesa de los que marcaban.

Compañero, sin fuerza no podemos,
Vení y acumulemos toda la fuerza que hace falta para más.

Compañero, no sirve que tiremos
Cada uno de un extremo... la soga es muy delgada
Y si se gasta y si se nos vuelve a cortar no va a haber nada.

Cómo te puedo decir... compañero,
Que el tren que empuja este sueño acelera y avanza.
Lleno de abuelas y madres y nietos,
De luces nuevas repleto, de fe y de confianza.

Cuántos abrazos perdiste en los últimos tiempos
Por anunciar tiempos tristes y desesperanza.

Cómo te vas a rendir... compañero,
Ahora que se está poniendo buena la batalla.
Ahora que tantas caretas cayeron
Y sobre el paño a la vista quedó la baraja.

Cuántas canciones no oíste de patria sin dueño.
Y cuántos pasos no diste para liberarla.

Compañero, que apunte al rumbo nuestro
La rosa de los vientos,
Depende del momento de soplar.

Compañero, no sirve que quememos
Jugando con el fuego
Lo mucho que tenemos, o lo poco, 
Que es mejor que pedir todo y no dar nada.",Sad
"Con quién se cuenta

cuando el ojo del ciclón

lo tiene a uno como trompo vuelta y vuelta,

cuando en el fondo del bolsillo de su pantalón

rasca y no encuentra.

Con quién se cuenta

cuando quiebra el corazón,

con que sección, que institución o con que empresa.

Con quién se cuenta

si la soga el cuello le enrosco...

Con quién se cuenta...

Con un amigo,

con su paciencia,

con el que viene cuando el alma esta de urgencia.

Con un amigo... faro encendido

para cuando el rumbo se ha perdido

y la corriente tira atrás

y te hace agua el cascaron de la esperanza

y se hace humo la tracción de tus latidos

y te das cuenta que remar solo no alcanza...

Con quién se avanza... con un amigo...

Con quién se cuenta

cuando el sueno se quedó

fuera de juego, sin valor, rodilla en tierra,

cuando se cierra el pasador del ultimo portón

y uno esta afuera.

Con quién se cuenta

si se apaga la ilusión,

si se le prende a la razón la luz de alerta,

cuando la oferta de la vida es morirse hoy...

Con quién se cuenta...

Con un amigo... con su herramienta

para ajustar las ganas y empezar de vuelta.

Con un amigo

que parecido es el abrazo

a dos hierros fundidos, imposibles de quebrar.

Y como se desata el nudo de la pansa

y que bien sabe el sabor de cualquier vino

y cualquier copa, su color como realza

si uno la alza

con un amigo.",Happy
